Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2022-02-15,3,34500,1287,1 out of 7,Super Area,Velachery,Chennai,Furnished,Bachelors,3,Contact Agent
2022-09-08,2,18500,1022,1 out of 6,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors,1,Contact Owner
2022-09-01,2,31500,1727,3 out of 5,Super Area,Velachery,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2022-01-27,4,46000,1926,2 out of 7,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,4,Contact Owner
2023-04-13,4,16000,1383,2 out of 4,Super Area,Park Street,Kolkata,Unfurnished,Bachelors,5,Contact Owner
2022-02-22,2,22000,1184,5 out of 7,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,2,Contact Agent
2023-12-26,1,50000,1296,7 out of 9,Carpet Area,Lajpat Nagar,Delhi,Furnished,Family,1,Contact Owner
2023-07-29,2,21000,977,Ground out of 5,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2023-11-10,2,77000,1181,1 out of 3,Carpet Area,Dadar,Mumbai,Unfurnished,Bachelors/Family,3,Contact Owner
2024-02-29,2,21000,1344,1 out of 6,Super Area,Jubilee Hills,Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-08-24,3,15000,1263,3 out of 9,Carpet Area,Park Street,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-08-09,2,41000,1033,1 out of 7,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Builder
2023-05-15,2,18000,1281,8 out of 13,Super Area,New Town,Kolkata,Furnished,Bachelors/Family,3,Contact Agent
2023-09-17,2,38500,1242,9 out of 15,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
2023-09-22,1,12500,263,3 out of 8,Super Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-05-04,3,17500,1245,3 out of 8,Super Area,Park Street,Kolkata,Furnished,Family,2,Contact Builder
2022-02-15,3,22500,815,3 out of 4,Carpet Area,Porur,Chennai,Furnished,Bachelors,4,Contact Owner
2023-05-21,4,43500,1369,3 out of 4,Super Area,Kondapur,Hyderabad,Furnished,Family,4,Contact Agent
2023-05-25,2,13500,1246,Ground out of 5,Super Area,Behala,Kolkata,Unfurnished,Bachelors,1,Contact Agent
2024-02-17,4,55000,1069,2 out of 8,Super Area,Indiranagar,Bangalore,Semi-Furnished,Bachelors/Family,5,Contact Owner
2023-12-13,4,62500,1394,Ground out of 3,Super Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,4,Contact Agent
2022-10-20,3,15500,1179,3 out of 9,Carpet Area,New Town,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-23,3,32500,1454,6 out of 10,Carpet Area,Mylapore,Chennai,Furnished,Family,2,Contact Owner
2023-06-30,3,57500,1256,6 out of 9,Super Area,Marathahalli,Bangalore,Furnished,Family,3,Contact Builder
2023-11-17,2,22500,1396,2 out of 4,Built Area,Anna Nagar,Chennai,Semi-Furnished,Family,2,Contact Builder
2023-10-19,3,34500,1300,2 out of 5,Carpet Area,Kukatpally,Hyderabad,Furnished,Bachelors,4,Contact Owner
2022-07-19,2,29500,1250,4 out of 6,Carpet Area,T Nagar,Chennai,Furnished,Bachelors/Family,3,Contact Owner
2024-02-08,2,80500,1183,10 out of 16,Built Area,Borivali,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2023-07-25,4,66000,1390,2 out of 6,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,Family,4,Contact Owner
2023-02-15,4,55000,1500,3 out of 9,Super Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors,5,Contact Owner
2022-09-29,4,50500,1289,1 out of 7,Super Area,Jayanagar,Bangalore,Semi-Furnished,Bachelors/Family,5,Contact Owner
2022-10-21,3,68500,1643,1 out of 2,Carpet Area,Electronic City,Bangalore,Furnished,Bachelors,2,Contact Owner
2023-09-10,3,92000,1061,2 out of 6,Super Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2023-11-02,3,50000,1386,5 out of 8,Super Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-05,2,25000,1168,1 out of 7,Super Area,HITEC City,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent
2024-01-01,1,18500,496,3 out of 4,Carpet Area,HSR Layout,Bangalore,Semi-Furnished,Family,2,Contact Builder
2022-01-03,2,11500,1134,1 out of 6,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,3,Contact Builder
2022-09-16,2,21500,730,4 out of 8,Carpet Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2023-03-04,2,25500,1158,1 out of 6,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent
2022-11-20,2,77000,1090,1 out of 7,Carpet Area,Borivali,Mumbai,Furnished,Family,3,Contact Agent
2023-04-03,3,35000,1451,4 out of 10,Carpet Area,HITEC City,Hyderabad,Furnished,Bachelors/Family,4,Contact Agent
2023-12-15,3,23000,1032,Ground out of 3,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Family,4,Contact Owner
2024-02-20,2,27000,1717,3 out of 8,Built Area,Perambur,Chennai,Unfurnished,Family,1,Contact Agent
2023-06-15,2,24500,1535,1 out of 5,Super Area,Adyar,Chennai,Semi-Furnished,Family,2,Contact Owner
2022-08-30,2,35000,642,Ground out of 6,Super Area,Vasant Kunj,Delhi,Furnished,Bachelors,1,Contact Agent
2022-07-05,5,33000,2166,Ground out of 6,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,5,Contact Owner
2022-12-07,2,38500,1039,1 out of 3,Super Area,Marathahalli,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2023-04-21,4,82000,963,1 out of 2,Super Area,Bandra West,Mumbai,Semi-Furnished,Bachelors,4,Contact Owner
2022-10-08,3,63500,1227,2 out of 5,Super Area,Marathahalli,Bangalore,Furnished,Bachelors,2,Contact Owner
2022-09-09,2,42500,1050,8 out of 10,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Builder
2022-06-25,2,19000,1602,7 out of 8,Carpet Area,Dum Dum,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2023-05-02,2,64500,1750,7 out of 8,Carpet Area,Whitefield,Bangalore,Semi-Furnished,Family,2,Contact Owner
2023-02-02,3,49000,1173,3 out of 5,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,4,Contact Owner
2022-02-06,3,89000,1284,6 out of 9,Carpet Area,Powai,Mumbai,Unfurnished,Family,2,Contact Owner
2023-09-20,4,53500,1033,8 out of 10,Super Area,HSR Layout,Bangalore,Unfurnished,Family,4,Contact Owner
2022-02-22,1,64000,1174,1 out of 4,Super Area,Kurla,Mumbai,Semi-Furnished,Family,1,Contact Owner
2023-02-16,2,16500,798,2 out of 5,Carpet Area,HITEC City,Hyderabad,Semi-Furnished,Bachelors,2,Contact Builder
2022-11-01,2,40000,1120,3 out of 7,Super Area,Saket,Delhi,Semi-Furnished,Bachelors,3,Contact Owner
2023-06-22,3,31500,1204,7 out of 9,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
2023-04-12,2,75500,1173,Ground out of 3,Carpet Area,Juhu,Mumbai,Unfurnished,Bachelors/Family,3,Contact Owner
2023-09-02,1,22000,722,5 out of 10,Carpet Area,Jayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2023-12-30,3,38000,1545,2 out of 8,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,4,Contact Agent
2023-08-11,1,15500,1529,1 out of 2,Super Area,Ballygunge,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-12-15,4,129500,1692,2 out of 4,Carpet Area,Worli,Mumbai,Unfurnished,Bachelors/Family,4,Contact Builder
2023-07-15,1,18000,1399,Ground out of 2,Carpet Area,Kukatpally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2024-02-29,1,20500,1124,1 out of 7,Built Area,Adyar,Chennai,Furnished,Bachelors,1,Contact Agent
2022-08-25,3,75500,1661,1 out of 3,Super Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,3,Contact Agent
2023-11-20,1,12500,1045,1 out of 7,Super Area,Howrah,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2023-09-11,2,24000,476,2 out of 4,Carpet Area,Saket,Delhi,Furnished,Bachelors,1,Contact Builder
2023-01-20,5,79500,1704,2 out of 6,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-10-09,1,31500,1201,1 out of 2,Super Area,Jayanagar,Bangalore,Unfurnished,Family,2,Contact Agent
2023-05-12,3,91000,1252,2 out of 4,Super Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-03-16,4,67000,1489,2 out of 4,Super Area,Rohini,Delhi,Unfurnished,Bachelors/Family,5,Contact Builder
2023-07-11,3,83000,1551,6 out of 8,Super Area,Pitampura,Delhi,Furnished,Bachelors,3,Contact Agent
2022-07-10,3,21000,1383,3 out of 5,Super Area,Salt Lake,Kolkata,Furnished,Family,4,Contact Owner
2022-08-11,4,53000,903,1 out of 3,Super Area,Hauz Khas,Delhi,Furnished,Bachelors,3,Contact Owner
2024-01-07,3,55500,1202,6 out of 7,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-01-14,1,11500,886,9 out of 12,Super Area,Howrah,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2023-10-22,2,22500,1239,6 out of 12,Carpet Area,Anna Nagar,Chennai,Semi-Furnished,Family,1,Contact Agent
2022-07-21,1,27500,1094,1 out of 4,Super Area,Marathahalli,Bangalore,Unfurnished,Bachelors,1,Contact Agent
2024-01-19,3,38500,1131,5 out of 6,Super Area,Jayanagar,Bangalore,Unfurnished,Family,4,Contact Owner
2022-03-02,1,15000,993,2 out of 5,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors,1,Contact Agent
2022-01-06,3,33500,1150,4 out of 5,Super Area,Kondapur,Hyderabad,Furnished,Family,2,Contact Owner
2022-10-19,1,18000,1330,2 out of 6,Carpet Area,Porur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2023-01-07,3,40000,1678,7 out of 11,Super Area,Perambur,Chennai,Furnished,Bachelors,3,Contact Owner
2022-12-07,3,78500,1036,Ground out of 2,Carpet Area,Kurla,Mumbai,Semi-Furnished,Bachelors,3,Contact Owner
2023-11-15,3,51500,1297,5 out of 11,Carpet Area,Rohini,Delhi,Unfurnished,Bachelors,3,Contact Agent
2023-04-02,4,140500,1579,2 out of 6,Built Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2023-02-16,4,36000,1306,4 out of 9,Super Area,T Nagar,Chennai,Furnished,Bachelors,5,Contact Agent
2022-06-09,2,54500,1341,4 out of 10,Super Area,Jayanagar,Bangalore,Furnished,Family,1,Contact Owner
2022-11-02,2,72000,1224,1 out of 3,Super Area,Andheri East,Mumbai,Unfurnished,Bachelors,2,Contact Owner
2023-09-16,3,69500,796,5 out of 6,Carpet Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Builder
2024-02-05,2,76000,1058,1 out of 2,Built Area,Malad,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
2022-03-05,2,37000,782,2 out of 6,Carpet Area,Vasant Kunj,Delhi,Furnished,Family,2,Contact Owner
2024-01-25,2,21500,1441,Ground out of 6,Super Area,Anna Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2023-06-21,2,83000,1266,10 out of 13,Super Area,Juhu,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
2023-10-31,2,78000,1304,1 out of 6,Carpet Area,Thane,Mumbai,Semi-Furnished,Family,3,Contact Owner
2022-07-16,1,40000,613,2 out of 8,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Family,1,Contact Agent
2022-10-24,1,8500,1041,Ground out of 4,Carpet Area,Salt Lake,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-01-30,4,131000,1175,8 out of 9,Carpet Area,Kurla,Mumbai,Furnished,Bachelors/Family,3,Contact Owner
2022-01-16,2,42000,1088,Ground out of 4,Super Area,Jayanagar,Bangalore,Furnished,Bachelors/Family,1,Contact Agent
2023-08-04,2,16500,693,2 out of 3,Super Area,Adyar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-02-02,1,39000,993,5 out of 10,Super Area,Jayanagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-08-01,1,43000,635,5 out of 8,Super Area,Thane,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2023-12-16,3,61000,1445,Ground out of 3,Super Area,Jayanagar,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
2022-05-30,2,19500,917,6 out of 8,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Agent
2023-07-16,2,97500,1374,1 out of 2,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors,2,Contact Builder
2022-02-09,2,11500,418,5 out of 9,Super Area,HITEC City,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-10-03,3,108000,1526,9 out of 15,Super Area,Dadar,Mumbai,Semi-Furnished,Bachelors,4,Contact Owner
2022-04-24,1,46000,747,2 out of 8,Carpet Area,Dadar,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
2023-12-29,1,11000,722,4 out of 7,Super Area,Banjara Hills,Hyderabad,Unfurnished,Bachelors,2,Contact Agent
2022-06-02,4,36000,1756,2 out of 3,Super Area,Kondapur,Hyderabad,Semi-Furnished,Family,4,Contact Owner
2023-07-16,2,29500,1319,5 out of 8,Super Area,Mylapore,Chennai,Furnished,Bachelors/Family,3,Contact Builder
2022-06-01,4,93000,867,4 out of 8,Carpet Area,Powai,Mumbai,Furnished,Family,3,Contact Owner
2022-03-10,2,49000,1503,2 out of 7,Super Area,BTM Layout,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2024-01-04,2,71500,835,3 out of 4,Super Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Builder
2023-11-19,4,26500,1791,Ground out of 2,Super Area,Salt Lake,Kolkata,Furnished,Bachelors,3,Contact Builder
2023-08-27,3,50000,957,5 out of 7,Super Area,Pitampura,Delhi,Furnished,Bachelors,3,Contact Agent
2024-03-05,3,60500,1345,7 out of 11,Super Area,BTM Layout,Bangalore,Furnished,Bachelors,4,Contact Builder
2023-11-19,5,125000,1584,1 out of 7,Super Area,Dadar,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Owner
2023-09-02,2,18500,761,1 out of 6,Super Area,Anna Nagar,Chennai,Furnished,Bachelors/Family,2,Contact Agent
2022-12-29,5,22500,1402,5 out of 8,Super Area,Park Street,Kolkata,Semi-Furnished,Bachelors,4,Contact Agent
2023-03-03,2,49500,547,3 out of 4,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Builder
2023-03-18,3,21000,1294,9 out of 12,Carpet Area,New Town,Kolkata,Furnished,Bachelors,3,Contact Agent
2023-02-06,2,40500,1160,1 out of 2,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2023-08-19,2,87000,1284,2 out of 3,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,3,Contact Builder
2022-09-27,3,93000,1244,2 out of 7,Carpet Area,Worli,Mumbai,Furnished,Family,4,Contact Owner
2024-02-25,1,11500,810,Ground out of 1,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-12-14,2,25000,1490,1 out of 5,Carpet Area,Porur,Chennai,Semi-Furnished,Family,2,Contact Builder
2023-09-28,4,18000,1425,5 out of 7,Carpet Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,5,Contact Owner
2022-10-26,1,30000,930,1 out of 5,Super Area,Koramangala,Bangalore,Furnished,Bachelors,2,Contact Owner
2022-11-20,2,21000,1308,1 out of 2,Super Area,Kukatpally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-24,2,37000,1462,Ground out of 1,Built Area,Pitampura,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
2023-10-12,2,59500,788,Ground out of 2,Super Area,Bandra West,Mumbai,Unfurnished,Bachelors,1,Contact Owner
2023-09-22,3,41000,1088,Ground out of 6,Super Area,Karol Bagh,Delhi,Semi-Furnished,Family,2,Contact Owner
2022-01-19,3,87000,1164,2 out of 7,Super Area,Borivali,Mumbai,Semi-Furnished,Bachelors,3,Contact Builder
2023-02-13,4,31500,1212,4 out of 10,Super Area,Porur,Chennai,Furnished,Family,4,Contact Owner
2022-01-20,1,16000,1900,Ground out of 1,Carpet Area,Ballygunge,Kolkata,Furnished,Bachelors,2,Contact Builder
2023-02-27,2,26000,562,3 out of 6,Super Area,Indiranagar,Bangalore,Unfurnished,Family,3,Contact Owner
2023-08-13,3,59500,1443,6 out of 11,Super Area,BTM Layout,Bangalore,Furnished,Bachelors/Family,4,Contact Agent
2022-08-27,3,47000,948,3 out of 5,Carpet Area,Rohini,Delhi,Semi-Furnished,Family,4,Contact Owner
2023-11-17,2,19500,1113,4 out of 6,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-12-14,3,20500,1846,3 out of 7,Built Area,Park Street,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2023-12-29,3,70500,1628,4 out of 6,Super Area,Saket,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-10-30,1,18000,759,2 out of 4,Super Area,Kukatpally,Hyderabad,Furnished,Bachelors,1,Contact Agent
2023-05-19,3,25000,1151,4 out of 8,Built Area,Adyar,Chennai,Furnished,Bachelors/Family,4,Contact Builder
2023-09-29,3,25500,1224,6 out of 11,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,4,Contact Owner
2023-07-25,2,21000,1091,4 out of 6,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2023-08-12,2,41500,1483,Ground out of 2,Super Area,Jayanagar,Bangalore,Unfurnished,Bachelors,3,Contact Owner
2023-06-20,2,20000,928,3 out of 4,Built Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-07-07,5,111500,1399,5 out of 7,Carpet Area,Borivali,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Owner
2022-04-17,3,17000,1438,2 out of 7,Super Area,Park Street,Kolkata,Unfurnished,Bachelors/Family,2,Contact Builder
2023-12-29,1,19000,1076,2 out of 7,Built Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent
2024-02-01,3,13500,1108,Ground out of 6,Super Area,Howrah,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-11-11,2,29000,669,4 out of 10,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-12-31,4,73500,1876,5 out of 10,Carpet Area,Dwarka,Delhi,Semi-Furnished,Family,3,Contact Owner
2024-03-06,1,8000,842,2 out of 3,Super Area,New Town,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-08-14,2,42500,1178,4 out of 10,Carpet Area,BTM Layout,Bangalore,Furnished,Bachelors,3,Contact Builder
2024-02-22,4,43500,1614,1 out of 4,Built Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,3,Contact Owner
2022-06-10,3,91000,1243,1 out of 7,Carpet Area,Kurla,Mumbai,Furnished,Bachelors,4,Contact Owner
2024-02-02,2,17000,1488,2 out of 5,Super Area,Dum Dum,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2024-02-24,2,24000,1505,2 out of 5,Super Area,Adyar,Chennai,Unfurnished,Bachelors/Family,1,Contact Builder
2023-06-08,3,109500,1165,1 out of 7,Carpet Area,Powai,Mumbai,Furnished,Bachelors,3,Contact Owner
2023-07-25,4,81500,1868,3 out of 9,Carpet Area,Pitampura,Delhi,Furnished,Bachelors,5,Contact Builder
2022-12-19,2,30500,1585,4 out of 7,Built Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2023-10-23,4,107500,1197,2 out of 5,Super Area,Powai,Mumbai,Furnished,Family,4,Contact Agent
2022-12-16,5,36500,1508,2 out of 5,Super Area,Velachery,Chennai,Semi-Furnished,Family,4,Contact Owner
2023-01-05,3,16000,1170,1 out of 5,Super Area,Howrah,Kolkata,Furnished,Bachelors/Family,2,Contact Agent
2023-03-25,2,21500,1050,5 out of 8,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Builder
2022-01-12,2,61500,1014,3 out of 9,Carpet Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2023-06-08,4,86000,868,Ground out of 2,Carpet Area,Thane,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-08-27,2,25000,942,4 out of 9,Carpet Area,Banjara Hills,Hyderabad,Furnished,Family,3,Contact Agent
2023-07-17,3,51500,1327,6 out of 8,Carpet Area,Marathahalli,Bangalore,Unfurnished,Bachelors/Family,4,Contact Owner
2024-02-23,2,44000,1563,5 out of 10,Built Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,1,Contact Agent
2023-07-07,2,70500,846,3 out of 4,Carpet Area,Navi Mumbai,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-04-17,2,13000,1342,1 out of 5,Super Area,Salt Lake,Kolkata,Unfurnished,Family,1,Contact Builder
2022-06-10,2,80000,1337,Ground out of 4,Super Area,Borivali,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Builder
2022-01-21,3,88000,1118,1 out of 4,Carpet Area,Thane,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-04,3,13500,1029,6 out of 12,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors,2,Contact Builder
2022-06-26,2,28500,1686,2 out of 6,Super Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2023-10-30,1,11500,1079,1 out of 5,Carpet Area,Salt Lake,Kolkata,Furnished,Bachelors/Family,1,Contact Builder
2023-08-08,2,23000,1292,1 out of 7,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2023-05-30,2,50000,1322,10 out of 15,Super Area,Jayanagar,Bangalore,Furnished,Bachelors,1,Contact Agent
2022-10-03,5,127000,1431,1 out of 4,Super Area,Thane,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
2022-07-05,5,61500,1167,3 out of 5,Super Area,Hauz Khas,Delhi,Unfurnished,Family,5,Contact Owner
2023-04-13,3,69500,569,5 out of 9,Built Area,Thane,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
2022-11-17,3,34000,1571,6 out of 9,Super Area,Mylapore,Chennai,Semi-Furnished,Family,4,Contact Owner
2022-09-06,3,51500,1099,8 out of 10,Built Area,Saket,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-12-16,4,27500,1857,2 out of 5,Super Area,Salt Lake,Kolkata,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-04-08,2,26000,1230,2 out of 4,Super Area,Nungambakkam,Chennai,Furnished,Bachelors,3,Contact Agent
2022-09-30,3,17500,1643,1 out of 2,Super Area,Salt Lake,Kolkata,Semi-Furnished,Bachelors,2,Contact Agent
2023-12-04,2,42500,999,3 out of 8,Super Area,Pitampura,Delhi,Semi-Furnished,Family,2,Contact Owner
2023-06-04,2,55500,1363,4 out of 9,Built Area,Vasant Kunj,Delhi,Furnished,Bachelors,2,Contact Builder
2022-05-23,1,33000,493,4 out of 9,Super Area,Thane,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2024-02-14,1,9000,893,3 out of 5,Carpet Area,Salt Lake,Kolkata,Unfurnished,Bachelors/Family,2,Contact Builder
2023-09-09,1,46000,667,2 out of 6,Carpet Area,Kurla,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2022-01-19,2,10000,570,Ground out of 2,Super Area,Behala,Kolkata,Furnished,Bachelors,1,Contact Owner
2024-03-10,2,36500,978,Ground out of 1,Carpet Area,Dwarka,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2024-02-10,5,19500,1549,Ground out of 5,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors,6,Contact Builder
2023-11-30,3,63000,795,Ground out of 3,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Family,3,Contact Owner
2022-08-05,2,12500,973,6 out of 9,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-09-30,2,41000,867,6 out of 9,Carpet Area,Rohini,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-21,2,28500,1508,2 out of 8,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
2023-03-03,2,22500,1152,Ground out of 6,Super Area,Banjara Hills,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Builder
2023-02-12,5,83000,1434,3 out of 5,Built Area,Electronic City,Bangalore,Furnished,Family,6,Contact Builder
2023-11-09,4,110000,1272,4 out of 7,Super Area,Andheri East,Mumbai,Unfurnished,Family,3,Contact Owner
2023-05-20,5,89500,1628,4 out of 9,Super Area,Saket,Delhi,Furnished,Bachelors/Family,5,Contact Owner
2022-01-30,1,25500,820,1 out of 7,Super Area,Hauz Khas,Delhi,Unfurnished,Bachelors/Family,1,Contact Builder
2023-09-03,2,40500,1354,6 out of 9,Carpet Area,Koramangala,Bangalore,Unfurnished,Bachelors,2,Contact Builder
2024-01-20,1,13000,612,4 out of 9,Super Area,Adyar,Chennai,Furnished,Family,1,Contact Owner
2023-08-03,2,55500,1264,Ground out of 6,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,2,Contact Agent
2023-05-25,2,35500,754,4 out of 8,Carpet Area,Rohini,Delhi,Furnished,Bachelors/Family,3,Contact Agent
2023-06-28,3,27000,1235,4 out of 8,Built Area,Perambur,Chennai,Unfurnished,Family,4,Contact Owner
2023-06-28,1,8500,1059,3 out of 9,Super Area,Behala,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2024-01-03,5,41000,1723,5 out of 10,Super Area,Madhapur,Hyderabad,Unfurnished,Bachelors,5,Contact Builder
2023-07-23,1,14000,690,2 out of 7,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2022-07-13,3,44000,1914,7 out of 8,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,4,Contact Agent
2023-07-21,5,69500,1532,Ground out of 1,Super Area,Jayanagar,Bangalore,Semi-Furnished,Bachelors,6,Contact Owner
2022-11-08,2,76000,1063,3 out of 6,Super Area,Juhu,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-01-09,3,17000,1397,3 out of 4,Super Area,New Town,Kolkata,Unfurnished,Family,4,Contact Owner
2023-03-18,3,21000,1570,Ground out of 3,Carpet Area,Ballygunge,Kolkata,Furnished,Bachelors/Family,4,Contact Builder
2022-03-06,2,52500,745,3 out of 4,Carpet Area,Dadar,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2022-11-12,3,76500,615,Ground out of 1,Super Area,Borivali,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
2023-02-26,5,48000,1817,Ground out of 6,Carpet Area,Kukatpally,Hyderabad,Furnished,Bachelors,4,Contact Agent
